MSZoning,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,SaleType,SaleCondition
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,AsbShng,AsbShng,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Yes,FuseA,TA,Typ,Basment,Unf,TA,TA,Paved,COD,Abnorml
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Ex,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,,,,,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,TA,Yes,SBrkr,Fa,Typ,Detchd,Unf,Fa,Fa,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR3,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,Hip,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Family
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,Duplex,SFoyer,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,Gd,TA,Gd,GLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,WdShing,Plywood,None,TA,TA,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Yes,SBrkr,Gd,Min2,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,PConc,Gd,TA,Mn,BLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,,,,,Paved,Oth,Abnorml
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,Mn,Unf,Unf,GasW,TA,Yes,SBrkr,Fa,Typ,Detchd,Unf,Fa,TA,Dirt,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,HLS,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,TA,No,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Yes,FuseA,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Abnorml
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1.5Fin,Gable,CompShg,VinylSd,VinylSd,None,TA,Gd,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,No,SBrkr,TA,Typ,,,,,Dirt,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Mod,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,ImStucc,None,TA,TA,PConc,TA,TA,Gd,ALQ,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,Gable,CompShg,Stucco,Stucco,None,TA,Fa,BrkTil,TA,TA,No,BLQ,Unf,GasA,TA,Yes,SBrkr,TA,Maj1,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,Mn,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,COD,Abnorml
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NWAmes,PosN,Norm,1Fam,2Story,Gable,CompShg,Plywood,Plywood,BrkFace,TA,Gd,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,RFn,TA,TA,Paved,New,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Plywood,None,TA,TA,CBlock,TA,TA,No,GLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,,,,,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,Fa,BrkTil,Gd,TA,No,BLQ,Unf,Grav,Fa,No,FuseA,Fa,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Family
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Shng,BrkFace,Gd,TA,CBlock,Gd,TA,No,GLQ,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Bnk,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Yes,SBrkr,Fa,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2Story,Hip,CompShg,VinylSd,VinylSd,None,TA,Gd,PConc,TA,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Ex,Yes,FuseA,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,BrkFace,TA,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,TA,Yes,SBrkr,Fa,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,Gable,CompShg,Stone,Stone,None,TA,TA,PConc,TA,TA,No,ALQ,GLQ,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Paved,WD,Abnorml
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,Gd,Gd,BrkTil,TA,TA,Av,ALQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,Stone,TA,TA,CBlock,TA,TA,Gd,ALQ,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,Veenker,Norm,Norm,1Fam,1Story,Gable,CompShg,Plywood,Plywood,None,Gd,Gd,CBlock,Gd,TA,Gd,ALQ,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,Gable,CompShg,BrkFace,BrkFace,None,TA,Gd,PConc,TA,TA,Gd,ALQ,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,ConLD,Partial
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Yes,SBrkr,Gd,Typ,Attchd,RFn,Gd,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,Twnhs,2Story,Gable,CompShg,Plywood,Brk Cmn,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Fa,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Low,AllPub,CulDSac,Gtl,Crawfor,PosN,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,TA,TA,No,BLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,CBlock,Gd,TA,No,BLQ,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,Duplex,SFoyer,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,Gd,TA,Av,GLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,CarPort,Unf,Fa,TA,Paved,WD,Alloca
RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Veenker,Feedr,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,TA,TA,PConc,Gd,TA,Gd,ALQ,Rec,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,2Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Basment,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,Gd,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,Gable,CompShg,Plywood,Plywood,None,TA,TA,CBlock,TA,TA,Av,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
FV,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,Gable,CompShg,MetalSd,MetalSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Detchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Bnk,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Yes,SBrkr,Ex,Maj1,,,,,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,Gd,TA,No,Rec,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1.5Fin,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,Plywood,None,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Dirt,WD,Normal
RL,Pave,IR1,Lvl,AllPub,FR2,Gtl,Crawfor,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,Fa,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,Slab,,,,,,GasA,Gd,Yes,SBrkr,TA,Min2,,,,,Dirt,WD,Normal
RL,Pave,IR2,Lvl,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,2Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,Wood,Gd,TA,No,LwQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RM,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,Hip,CompShg,CemntBd,CmentBd,Stone,Ex,TA,PConc,Ex,TA,Gd,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,New,Partial
RL,Pave,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,Hip,CompShg,Wd Sdng,ImStucc,None,Gd,TA,PConc,Ex,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Ex,Typ,Attchd,Fin,TA,TA,Paved,WD,Abnorml
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,Hip,CompShg,Stucco,Stucco,None,TA,TA,BrkTil,TA,TA,No,Rec,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Grvl,Reg,Lvl,AllPub,Inside,Mod,Timber,Norm,Norm,1Fam,1Story,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,CBlock,TA,TA,Gd,Rec,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,2Types,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,AsbShng,AsbShng,None,TA,Gd,BrkTil,TA,TA,No,BLQ,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Bnk,AllPub,Corner,Mod,OldTown,Artery,Artery,2fmCon,2Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Fa,TA,Mn,BLQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,CarPort,Unf,Fa,Fa,Paved,WD,Abnorml
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,1Story,Gable,CompShg,ImStucc,ImStucc,None,Gd,TA,PConc,Gd,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,No,Unf,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Low,AllPub,Inside,Mod,Mitchel,Norm,Norm,2fmCon,1Story,Gable,CompShg,MetalSd,MetalSd,Stone,TA,Gd,CBlock,TA,TA,Av,BLQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,2Types,Fin,TA,TA,Paved,WD,Normal
FV,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,Gable,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,Gambrel,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,TA,TA,Mn,Unf,Unf,GasA,Gd,Yes,SBrkr,Gd,Typ,Detchd,Unf,TA,Fa,Partial,WD,Normal
RM,Pave,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,Hip,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,PConc,Ex,TA,No,GLQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,2Story,Gable,CompShg,HdBoard,HdBoard,Stone,TA,TA,CBlock,TA,TA,No,ALQ,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Fin,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,BuiltIn,Fin,TA,TA,Paved,New,Partial
RM,Pave,IR1,Bnk,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2.5Unf,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,ConLw,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,CBlock,TA,TA,No,Unf,Unf,GasA,Gd,Yes,SBrkr,TA,Typ,Attchd,Unf,TA,TA,Paved,Oth,Abnorml
RL,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,PConc,Gd,TA,Av,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RM,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,BrkTil,TA,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Dirt,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,No,Unf,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,Gd,TA,No,ALQ,Unf,GasA,Ex,Yes,SBrkr,TA,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Hip,CompShg,HdBoard,HdBoard,BrkFace,Gd,TA,CBlock,Gd,TA,Mn,ALQ,BLQ,GasA,Gd,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RH,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,Gable,CompShg,HdBoard,HdBoard,None,TA,TA,CBlock,TA,TA,No,Rec,Unf,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,PConc,Gd,TA,Av,GLQ,Unf,GasA,Ex,Yes,SBrkr,Gd,Typ,Attchd,RFn,TA,TA,Paved,WD,Normal
RL,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,Gable,CompShg,MetalSd,MetalSd,None,TA,Gd,CBlock,TA,TA,No,Rec,BLQ,GasA,TA,Yes,SBrkr,TA,Typ,Detchd,Unf,TA,TA,Paved,WD,Normal
